Pf3D7_01_v3	29177	29177	NEG_NEAR_Pf3D7_01_v3_29509_29177	-
Pf3D7_01_v3	30059	30059	NEG_NEAR_Pf3D7_01_v3_29509_30059	-
Pf3D7_01_v3	30930	30930	NEG_NEAR_Pf3D7_01_v3_29509_30930	+
Pf3D7_01_v3	37155	37155	NEG_NEAR_Pf3D7_01_v3_37473_37155	+
Pf3D7_01_v3	36191	36191	NEG_NEAR_Pf3D7_01_v3_37473_36191	+
Pf3D7_01_v3	38048	38048	NEG_NEAR_Pf3D7_01_v3_37473_38048	+
Pf3D7_01_v3	38264	38264	NEG_NEAR_Pf3D7_01_v3_37473_38264	-
Pf3D7_01_v3	73991	73991	NEG_NEAR_Pf3D7_01_v3_74300_73991	+
Pf3D7_01_v3	72938	72938	NEG_NEAR_Pf3D7_01_v3_74300_72938	+
Pf3D7_01_v3	74850	74850	NEG_NEAR_Pf3D7_01_v3_74300_74850	-
Pf3D7_01_v3	75244	75244	NEG_NEAR_Pf3D7_01_v3_75585_75244	+
Pf3D7_01_v3	74131	74131	NEG_NEAR_Pf3D7_01_v3_75585_74131	-
Pf3D7_01_v3	75919	75919	NEG_NEAR_Pf3D7_01_v3_75585_75919	+
Pf3D7_01_v3	77031	77031	NEG_NEAR_Pf3D7_01_v3_75585_77031	+
Pf3D7_01_v3	98131	98131	NEG_NEAR_Pf3D7_01_v3_98402_98131	-
Pf3D7_01_v3	96990	96990	NEG_NEAR_Pf3D7_01_v3_98402_96990	+
Pf3D7_01_v3	98721	98721	NEG_NEAR_Pf3D7_01_v3_98402_98721	-
Pf3D7_01_v3	99500	99500	NEG_NEAR_Pf3D7_01_v3_98402_99500	-
Pf3D7_01_v3	102265	102265	NEG_NEAR_Pf3D7_01_v3_102684_102265	+
Pf3D7_01_v3	101398	101398	NEG_NEAR_Pf3D7_01_v3_102684_101398	+
Pf3D7_01_v3	103044	103044	NEG_NEAR_Pf3D7_01_v3_102684_103044	+
Pf3D7_01_v3	103954	103954	NEG_NEAR_Pf3D7_01_v3_102684_103954	-
Pf3D7_01_v3	103636	103636	NEG_NEAR_Pf3D7_01_v3_104160_103636	-
Pf3D7_01_v3	103291	103291	NEG_NEAR_Pf3D7_01_v3_104160_103291	-
Pf3D7_01_v3	104743	104743	NEG_NEAR_Pf3D7_01_v3_104160_104743	+
Pf3D7_01_v3	104898	104898	NEG_NEAR_Pf3D7_01_v3_104160_104898	-
Pf3D7_01_v3	105285	105285	NEG_NEAR_Pf3D7_01_v3_105759_105285	+
Pf3D7_01_v3	104979	104979	NEG_NEAR_Pf3D7_01_v3_105759_104979	+
Pf3D7_01_v3	106141	106141	NEG_NEAR_Pf3D7_01_v3_105759_106141	+
Pf3D7_01_v3	106618	106618	NEG_NEAR_Pf3D7_01_v3_105759_106618	+
Pf3D7_01_v3	160714	160714	NEG_NEAR_Pf3D7_01_v3_161057_160714	-
Pf3D7_01_v3	160052	160052	NEG_NEAR_Pf3D7_01_v3_161057_160052	-
Pf3D7_01_v3	161538	161538	NEG_NEAR_Pf3D7_01_v3_161057_161538	-
Pf3D7_01_v3	161898	161898	NEG_NEAR_Pf3D7_01_v3_161057_161898	-
Pf3D7_01_v3	165670	165670	NEG_NEAR_Pf3D7_01_v3_166229_165670	+
Pf3D7_01_v3	165254	165254	NEG_NEAR_Pf3D7_01_v3_166229_165254	+
Pf3D7_01_v3	166751	166751	NEG_NEAR_Pf3D7_01_v3_166229_166751	+
Pf3D7_01_v3	167303	167303	NEG_NEAR_Pf3D7_01_v3_166229_167303	-
Pf3D7_01_v3	165682	165682	NEG_NEAR_Pf3D7_01_v3_166512_165682	+
Pf3D7_01_v3	167069	167069	NEG_NEAR_Pf3D7_01_v3_166512_167069	+
Pf3D7_01_v3	167970	167970	NEG_NEAR_Pf3D7_01_v3_166512_167970	+
Pf3D7_01_v3	168467	168467	NEG_NEAR_Pf3D7_01_v3_169042_168467	-
Pf3D7_01_v3	168019	168019	NEG_NEAR_Pf3D7_01_v3_169042_168019	+
Pf3D7_01_v3	169631	169631	NEG_NEAR_Pf3D7_01_v3_169042_169631	+
Pf3D7_01_v3	170464	170464	NEG_NEAR_Pf3D7_01_v3_169042_170464	-
Pf3D7_01_v3	172131	172131	NEG_NEAR_Pf3D7_01_v3_172653_172131	-
Pf3D7_01_v3	171670	171670	NEG_NEAR_Pf3D7_01_v3_172653_171670	-
Pf3D7_01_v3	173213	173213	NEG_NEAR_Pf3D7_01_v3_172653_173213	+
Pf3D7_01_v3	173870	173870	NEG_NEAR_Pf3D7_01_v3_172653_173870	+
Pf3D7_01_v3	174723	174723	NEG_NEAR_Pf3D7_01_v3_175239_174723	-
Pf3D7_01_v3	174596	174596	NEG_NEAR_Pf3D7_01_v3_175239_174596	-
Pf3D7_01_v3	175622	175622	NEG_NEAR_Pf3D7_01_v3_175239_175622	-
Pf3D7_01_v3	176436	176436	NEG_NEAR_Pf3D7_01_v3_175239_176436	+
Pf3D7_01_v3	177590	177590	NEG_NEAR_Pf3D7_01_v3_177941_177590	+
Pf3D7_01_v3	177144	177144	NEG_NEAR_Pf3D7_01_v3_177941_177144	-
Pf3D7_01_v3	178198	178198	NEG_NEAR_Pf3D7_01_v3_177941_178198	+
Pf3D7_01_v3	178771	178771	NEG_NEAR_Pf3D7_01_v3_177941_178771	+
Pf3D7_01_v3	181117	181117	NEG_NEAR_Pf3D7_01_v3_181621_181117	-
Pf3D7_01_v3	180452	180452	NEG_NEAR_Pf3D7_01_v3_181621_180452	-
Pf3D7_01_v3	182046	182046	NEG_NEAR_Pf3D7_01_v3_181621_182046	+
Pf3D7_01_v3	183066	183066	NEG_NEAR_Pf3D7_01_v3_181621_183066	+
Pf3D7_01_v3	188976	188976	NEG_NEAR_Pf3D7_01_v3_189177_188976	-
Pf3D7_01_v3	188448	188448	NEG_NEAR_Pf3D7_01_v3_189177_188448	+
Pf3D7_01_v3	189531	189531	NEG_NEAR_Pf3D7_01_v3_189177_189531	-
Pf3D7_01_v3	190052	190052	NEG_NEAR_Pf3D7_01_v3_189177_190052	-
Pf3D7_01_v3	201336	201336	NEG_NEAR_Pf3D7_01_v3_201776_201336	+
Pf3D7_01_v3	200642	200642	NEG_NEAR_Pf3D7_01_v3_201776_200642	-
Pf3D7_01_v3	201978	201978	NEG_NEAR_Pf3D7_01_v3_201776_201978	+
Pf3D7_01_v3	202703	202703	NEG_NEAR_Pf3D7_01_v3_201776_202703	+
Pf3D7_01_v3	205697	205697	NEG_NEAR_Pf3D7_01_v3_206169_205697	-
Pf3D7_01_v3	205040	205040	NEG_NEAR_Pf3D7_01_v3_206169_205040	+
Pf3D7_01_v3	206475	206475	NEG_NEAR_Pf3D7_01_v3_206169_206475	-
Pf3D7_01_v3	207072	207072	NEG_NEAR_Pf3D7_01_v3_206169_207072	+
Pf3D7_01_v3	209872	209872	NEG_NEAR_Pf3D7_01_v3_210437_209872	-
Pf3D7_01_v3	209677	209677	NEG_NEAR_Pf3D7_01_v3_210437_209677	+
Pf3D7_01_v3	210987	210987	NEG_NEAR_Pf3D7_01_v3_210437_210987	-
Pf3D7_01_v3	211880	211880	NEG_NEAR_Pf3D7_01_v3_210437_211880	+
Pf3D7_01_v3	220051	220051	NEG_NEAR_Pf3D7_01_v3_220552_220051	+
Pf3D7_01_v3	219711	219711	NEG_NEAR_Pf3D7_01_v3_220552_219711	+
Pf3D7_01_v3	220899	220899	NEG_NEAR_Pf3D7_01_v3_220552_220899	+
Pf3D7_01_v3	221590	221590	NEG_NEAR_Pf3D7_01_v3_220552_221590	+
Pf3D7_01_v3	221655	221655	NEG_NEAR_Pf3D7_01_v3_221874_221655	+
Pf3D7_01_v3	220950	220950	NEG_NEAR_Pf3D7_01_v3_221874_220950	+
Pf3D7_01_v3	222462	222462	NEG_NEAR_Pf3D7_01_v3_221874_222462	-
Pf3D7_01_v3	222520	222520	NEG_NEAR_Pf3D7_01_v3_221874_222520	+
Pf3D7_01_v3	252742	252742	NEG_NEAR_Pf3D7_01_v3_253338_252742	+
Pf3D7_01_v3	252425	252425	NEG_NEAR_Pf3D7_01_v3_253338_252425	+
Pf3D7_01_v3	253821	253821	NEG_NEAR_Pf3D7_01_v3_253338_253821	+
Pf3D7_01_v3	254337	254337	NEG_NEAR_Pf3D7_01_v3_253338_254337	+
Pf3D7_01_v3	254960	254960	NEG_NEAR_Pf3D7_01_v3_255382_254960	+
Pf3D7_01_v3	254642	254642	NEG_NEAR_Pf3D7_01_v3_255382_254642	+
Pf3D7_01_v3	255770	255770	NEG_NEAR_Pf3D7_01_v3_255382_255770	+
Pf3D7_01_v3	256825	256825	NEG_NEAR_Pf3D7_01_v3_255382_256825	+
Pf3D7_01_v3	271697	271697	NEG_NEAR_Pf3D7_01_v3_272205_271697	+
Pf3D7_01_v3	271208	271208	NEG_NEAR_Pf3D7_01_v3_272205_271208	+
Pf3D7_01_v3	272456	272456	NEG_NEAR_Pf3D7_01_v3_272205_272456	+
Pf3D7_01_v3	273174	273174	NEG_NEAR_Pf3D7_01_v3_272205_273174	-
Pf3D7_01_v3	272906	272906	NEG_NEAR_Pf3D7_01_v3_273404_272906	+
Pf3D7_01_v3	272360	272360	NEG_NEAR_Pf3D7_01_v3_273404_272360	-
Pf3D7_01_v3	273670	273670	NEG_NEAR_Pf3D7_01_v3_273404_273670	+
Pf3D7_01_v3	274826	274826	NEG_NEAR_Pf3D7_01_v3_273404_274826	+
Pf3D7_01_v3	273759	273759	NEG_NEAR_Pf3D7_01_v3_274238_273759	+
Pf3D7_01_v3	272881	272881	NEG_NEAR_Pf3D7_01_v3_274238_272881	+
Pf3D7_01_v3	274565	274565	NEG_NEAR_Pf3D7_01_v3_274238_274565	-
Pf3D7_01_v3	275726	275726	NEG_NEAR_Pf3D7_01_v3_274238_275726	+
Pf3D7_01_v3	278357	278357	NEG_NEAR_Pf3D7_01_v3_278747_278357	+
Pf3D7_01_v3	278075	278075	NEG_NEAR_Pf3D7_01_v3_278747_278075	-
Pf3D7_01_v3	279056	279056	NEG_NEAR_Pf3D7_01_v3_278747_279056	-
Pf3D7_01_v3	279395	279395	NEG_NEAR_Pf3D7_01_v3_278747_279395	-
Pf3D7_01_v3	280832	280832	NEG_NEAR_Pf3D7_01_v3_281154_280832	-
Pf3D7_01_v3	280022	280022	NEG_NEAR_Pf3D7_01_v3_281154_280022	-
Pf3D7_01_v3	281453	281453	NEG_NEAR_Pf3D7_01_v3_281154_281453	+
Pf3D7_01_v3	282341	282341	NEG_NEAR_Pf3D7_01_v3_281154_282341	+
Pf3D7_01_v3	285331	285331	NEG_NEAR_Pf3D7_01_v3_285811_285331	+
Pf3D7_01_v3	285158	285158	NEG_NEAR_Pf3D7_01_v3_285811_285158	+
Pf3D7_01_v3	286284	286284	NEG_NEAR_Pf3D7_01_v3_285811_286284	-
Pf3D7_01_v3	287189	287189	NEG_NEAR_Pf3D7_01_v3_285811_287189	-
Pf3D7_01_v3	286392	286392	NEG_NEAR_Pf3D7_01_v3_286745_286392	-
Pf3D7_01_v3	285993	285993	NEG_NEAR_Pf3D7_01_v3_286745_285993	+
Pf3D7_01_v3	286989	286989	NEG_NEAR_Pf3D7_01_v3_286745_286989	+
Pf3D7_01_v3	287726	287726	NEG_NEAR_Pf3D7_01_v3_286745_287726	+
Pf3D7_01_v3	292322	292322	NEG_NEAR_Pf3D7_01_v3_292894_292322	+
Pf3D7_01_v3	292279	292279	NEG_NEAR_Pf3D7_01_v3_292894_292279	-
Pf3D7_01_v3	293835	293835	NEG_NEAR_Pf3D7_01_v3_292894_293835	-
Pf3D7_01_v3	292481	292481	NEG_NEAR_Pf3D7_01_v3_293245_292481	-
Pf3D7_01_v3	293790	293790	NEG_NEAR_Pf3D7_01_v3_293245_293790	-
Pf3D7_01_v3	294578	294578	NEG_NEAR_Pf3D7_01_v3_293245_294578	-
Pf3D7_01_v3	294897	294897	NEG_NEAR_Pf3D7_01_v3_295117_294897	+
Pf3D7_01_v3	294405	294405	NEG_NEAR_Pf3D7_01_v3_295117_294405	+
Pf3D7_01_v3	295515	295515	NEG_NEAR_Pf3D7_01_v3_295117_295515	+
Pf3D7_01_v3	296199	296199	NEG_NEAR_Pf3D7_01_v3_295117_296199	+
Pf3D7_01_v3	296765	296765	NEG_NEAR_Pf3D7_01_v3_297041_296765	+
Pf3D7_01_v3	295981	295981	NEG_NEAR_Pf3D7_01_v3_297041_295981	-
Pf3D7_01_v3	297513	297513	NEG_NEAR_Pf3D7_01_v3_297041_297513	+
Pf3D7_01_v3	297906	297906	NEG_NEAR_Pf3D7_01_v3_297041_297906	+
Pf3D7_01_v3	299242	299242	NEG_NEAR_Pf3D7_01_v3_299568_299242	-
Pf3D7_01_v3	298098	298098	NEG_NEAR_Pf3D7_01_v3_299568_298098	+
Pf3D7_01_v3	299848	299848	NEG_NEAR_Pf3D7_01_v3_299568_299848	-
Pf3D7_01_v3	301024	301024	NEG_NEAR_Pf3D7_01_v3_299568_301024	+
Pf3D7_01_v3	302326	302326	NEG_NEAR_Pf3D7_01_v3_302659_302326	+
Pf3D7_01_v3	301901	301901	NEG_NEAR_Pf3D7_01_v3_302659_301901	-
Pf3D7_01_v3	303133	303133	NEG_NEAR_Pf3D7_01_v3_302659_303133	+
Pf3D7_01_v3	303733	303733	NEG_NEAR_Pf3D7_01_v3_302659_303733	+
Pf3D7_01_v3	303506	303506	NEG_NEAR_Pf3D7_01_v3_303949_303506	+
Pf3D7_01_v3	302498	302498	NEG_NEAR_Pf3D7_01_v3_303949_302498	-
Pf3D7_01_v3	304166	304166	NEG_NEAR_Pf3D7_01_v3_303949_304166	-
Pf3D7_01_v3	305042	305042	NEG_NEAR_Pf3D7_01_v3_303949_305042	+
Pf3D7_01_v3	319915	319915	NEG_NEAR_Pf3D7_01_v3_320167_319915	-
