#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
lncCand_0	1100	54	0.29418	9.416461753845216	1
lncCand_3	1100	37	0.27180000000000004	6.683776664733887	1
lncCand_1	1600	20	0.26407	8.096987342834474	1
lncCand_4	1100	45	0.26715	9.63262424468994	1
lncCand_2	1200	20	0.26407	8.096987342834474	1
lncCand_7	1100	49	0.28194	9.477319908142093	1
lncCand_8	1600	62	0.27180000000000004	9.932079887390138	1
lncCand_9	2000	62	0.31635	9.932079887390138	1
lncCand_5	1100	76	0.34774000000000005	9.323111534118652	1
lncCand_6	2700	48	0.26872	9.158652687072756	1
lncCand_10	1700	60	0.31177	4.207017707824707	1
lncCand_11	2900	60	0.25198000000000004	4.207017707824707	1
lncCand_12	3400	60	0.26407	4.207017707824707	1
lncCand_13	1600	49	0.29294	8.73316135406494	1
lncCand_17	1000	33	0.31604	10.620408821105958	1
lncCand_18	1200	164	0.2594	9.619408226013181	1
lncCand_19	1900	164	0.26683999999999997	9.619408226013181	1
lncCand_14	2000	33	0.26683999999999997	10.296970939636228	1
lncCand_20	1400	41	0.26407	9.72487850189209	1
lncCand_15	2700	47	0.22328	6.802172279357909	1
lncCand_16	1700	46	0.22328	7.744108009338379	1
lncCand_21	1100	45	0.33859	9.678332328796387	1
lncCand_22	1600	47	0.27275	9.41704196929932	1
lncCand_23	900	44	0.265	8.71046848297119	1
lncCand_24	2000	97	0.22328	8.5642541885376	1
lncCand_30	900	88	0.30162	9.455465126037598	1
lncCand_25	1500	75	0.36777000000000004	8.71317615509033	1
lncCand_31	1000	55	0.30162	7.72716999053955	1
lncCand_26	1000	44	0.35909	10.07558650970459	1
lncCand_27	2100	53	0.32762	10.096022987365721	1
lncCand_28	1500	40	0.28457	9.700251579284668	1
lncCand_29	1200	82	0.31635	9.320984077453613	1
lncCand_32	500	50	0.33026	9.350252723693849	1
lncCand_33	1100	51	0.30712	9.20758419036865	1
lncCand_34	1500	50	0.26872	9.577052497863768	1
lncCand_37	1400	48	0.29503	9.80108013153076	1
lncCand_35	1100	21	0.26872	8.521060371398928	1
lncCand_36	1100	41	0.26221	8.931079292297365	1
lncCand_41	1500	51	0.36777000000000004	9.42645435333252	1
