#predicted_genes_TSS.filtered_by_geneid.robust.bed:2089	TSS_5UTRgt500.fromGFF.bed:2122
#downstream:1000	upstream:1000	body:0	bin size:10	unscaled 5 prime:0	unscaled 3 prime:0
predicted_genes_TSS.filtered_by_geneid.robust.bed:2089	TSS_5UTRgt500.fromGFF.bed:2122	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage	Cage
0.6597	0.3628	0.4783	0.4948	0.4948	0.4948	0.1979	0.1649	0.1649	0.1649	0.1649	0.1649	0.01649	0	0	0.4453	0.4948	0.4948	0.4948	0.4948	0.6432	0.9566	0.9896	1.88	3.018	2.985	2.969	4.156	4.288	4.437	4.453	4.305	3.694	3.035	2.523	1.732	1.501	0.5937	0.04948	0	0	0.1484	0.1649	0.1649	0.1649	0.1649	0.1649	0.3134	0.3299	0.3299	0.3299	0.3299	0.1814	0.1649	0.1649	0.1649	0.3134	11.91	14.23	15.09	16.36	18.72	19.12	19.13	19.13	19.13	19.13	10.23	6.564	5.525	3.068	1.913	1.666	2.095	2.441	2.919	3.711	5.871	8.032	7.949	8.213	8.098	8.675	8.593	8.131	8.378	6.63	5.69	3.678	3.463	3.463	3.167	4.173	4.288	4.882	5.542	5.608	4.568	4.008	3.958	5.591	7.702	6.432	6.267	5.377	4.535	4.305	4.14	4.123	4.123	2.342	0.2144	0.1484	0.1649	0.1649	0.3134	0.3299	0.4783	0.4948	1.831	5.096	6.482	8.081	13.59	14.63	15.42	17.14	19.69	20.55	21.21	18.46	17.1	15.95	38.1	43.99	44.07	42.7	43.74	44.76	45.31	48.47	51.94	54.36	29.95	24.84	35.41	36.76	42.42	45.12	45.06	44.73	44.7	42.77	38.99	39.04	30.63	29.24	25.78	18.72	28.22	27.28	23.34	2.292	0	0	0	0	0	0	0.1484	0.4618	0.4948	0.4948	0.4948	0.4948	0.4948	0.4948	0.4948	0.4948	0.7916	1.27	23.44	26.93	27.79	26.98	27.92	29.37	30.41	36.15	41.23	41.73	46.77	46.59	45.77	45.83	47.33	42.6	42.65	40.04	42.86
1.484	1.484	1.484	1.484	1.814	2.309	6.762	9.731	13.52	19.96	25.89	35.46	52.61	67.95	70.26	73.39	73.72	71.25	73.72	72.24	68.61	66.96	54.1	32	30.84	26.39	22.59	21.11	19.46	10.39	6.762	0.3299	0.1649	0	0	0	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.4948	0.6597	0.6597	0.6597	0.4948	1.319	1.484	1.484	1.649	1.814	1.814	1.319	1.319	1.319	2.309	2.144	1.319	1.319	1.319	0.9896	0.9896	0.9896	0.9896	0.9896	0.6597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1649	0.1649	0.8246	0.8246	0.8246	1.154	2.144	3.463	3.793	4.288	4.288	4.123	3.463	3.793	4.948	5.113	3.793	2.144	2.474	3.299	3.463	4.783	5.113	4.948	3.793	3.793	3.958	4.618	5.278	4.453	5.772	6.102	6.102	6.267	8.081	9.896	10.56	10.72	10.56	10.72	10.72	10.56	9.236	9.236	8.081	4.783	4.618	3.628	3.463	3.463	0.8246	0.6597	0.6597	0.4948	0.4948	0.4948	0.4948	0.3299	0.3299	0.4948	0.4948	0.4948	0.6597	0.6597	0.6597	0.8246	0.8246	1.484	1.484	1.319	1.319	1.319	1.154	0.9896	1.649	1.649	2.144	2.639	3.134	3.299	3.628	4.288	4.453	5.278	5.772	7.916	9.401	13.69	13.85	16	16.33	17.32
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1649	0.1649	0.1649	0.1649	0.1649	0.3299	0.3299	0.3299	0.3299	0.4948	0.3299	0.3299	0.3299	0.3299	0.3299	0.1649	0.1649
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1649	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.2474	0.08246	0	0	0	0	0	0	0	0	0.1649	0.3299	0.3299	0.3299	0.3299	0.3299	0.6597	0.9896	0.9896	0.9896	0.9071	0.7422	0.6597	0.6597	0.6597	0.6597	0.3299	0	0	0	0	0	0	0	0	0	0	0	0	0.08246	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.08246	0	0.08246	0.2474	0.9071	2.309	3.216	3.463	3.711	3.793	3.876	4.041	5.278	6.35	5.937	4.535	3.381	3.134	2.886	2.804	2.721	2.474	1.402	0.2474	0	0	0.08246	0.1649	0.6597	1.237	1.319	1.484	1.897	2.227	2.474	2.886	3.216	3.546	3.628	3.381	3.381	3.299	3.134	2.886	2.639	2.391	1.814	1.402
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1319	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.2969	0.3299	0.3299	0.1979	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.03299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5608	0.1319	0.03299	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1319	0	0	0	0.03299	0.1979	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.2969	0.1319	0	0	0	0	0	0	0	0	0	0	0	0.06597	0.3628	0.5278	0.6597	0.6597	0.6597	0.6597	0.6597	0.6927	0.8246	0.7587	0.4948	0.4288	0.1649	0.1979	0.8246	2.936	3.562	3.958	3.958	4.09	4.618	4.651	4.783	4.849	4.651	2.606	1.682	1.154	1.154	1.089	0.7257	0.3299	0.3299	0.2639	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03299	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1319	0.1319	0.6927	0.8246	0.9566	1.484	1.517	1.649	1.649	1.649	1.649	1.517	0.9566	0.8246	0.7916	0.5608	0.1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03299	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1319	0	0	0	0	0	0	0.03299	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03299	0.1649
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03299	0.3299	0.3299	0.3299	0.3463	0.4948	0.4948	0.4948	0.4948	0.4948	0.4618	0.1649	0.1649	0.1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3793	0.8576	1.171	1.352	1.649	1.715	2.342	2.639	2.655	2.804	2.903	3.81	3.942	3.76	3.43	3.068	2.441	2.144	2.128	1.979	1.979	1.781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.3134	0.1484	0	0	0	0	0	0.01649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09896	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.2639	0.2309	0.4618	0.8576	0.9896	0.9896	0.9896	0.9896	0.9896	0.9896	0.9896	0.9896	0.6927	0.2969	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.06597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09896	0.1649	0.1649	0.4618	0.7587	0.8246	0.8246	0.8246	0.8246	0.9236	1.187	1.517	1.946	1.946	1.616	1.484	1.484	1.484	1.484	1.484	1.187	0.6927	0.1979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.4618	0.09896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4618	1.154	1.154	1.154	1.154	1.154	1.154	1.154	1.154	1.154	0.6927	0	0	0	0	0.06597	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.09896	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06597	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.09896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09896	0.6597	0.9896	0.9896	0.8906	0.8246	0.8246	0.8246	0.8246	0.8246	0.3299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09896	0.1649	0.1649	0.1649	0.1649	0.1649	0.1649	0.2639	0.3299	0.3299	0.2309	0.1649	0.1649
0	0	0	0	0	0	0	0	0	0.03299	0.1649	0.1649	0.1649	0.3299	0.9896	0.9896	1.847	5.311	5.476	5.673	6.234	7.488	7.422	6.069	5.805	5.146	4.222	2.606	2.441	2.144	1.451	1.089	0.2639	0.6597	0.6597	0.6597	0.6927	0.9896	1.616	1.484	1.484	1.484	1.451	1.253	0.9896	0.9896	1.023	1.023	0.4948	0.5278	0.6597	0.6597	0.6597	0.6597	0.6597	0.6927	0.7916	0.6597	0.6597	0.7587	1.154	1.154	1.154	1.187	1.352	1.484	1.385	0.9896	0.9896	0.9566	0.7257	0.3299	0.3299	0.3299	0.2639	0.1649	0.8246	0.8246	0.8246	0.8246	0.8246	0.8246	0.8246	0.8246	0.6597	0	0.06597	0.3299	0.3299	0.3299	0.3299	0.4618	0.9896	0.9896	0.9896	0.9896	0.9236	0.6597	0.6927	0.8576	0.9896	1.023	1.089	0.8246	0.8246	0.8246	0.8246	0.8246	0.8576	1.056	1.319	1.319	1.22	0.8906	1.154	1.154	1.154	1.154	1.023	0.4618	0.3628	0.4948	0.4948	0.4288	0.1319	0	0	0	0	0.09896	0.5608	0.8246	0.8246	0.8246	0.8906	1.187	1.319	1.319	1.352	1.583	2.045	2.342	2.507	2.672	2.738	2.507	2.903	3.958	3.958	3.76	2.837	2.408	2.804	2.804	2.771	2.606	2.276	1.418	1.187	1.286	1.154	1.122	1.023	1.22	1.484	1.814	4.123	8.312	9.269	9.368	9.236	9.236	9.137	8.774	9.038	9.335	7.257	2.507	1.979	1.979	1.979	2.045	2.342	2.408	1.979	1.352	1.583	1.979	1.946	1.781	1.781	2.243	1.946	1.847	1.913	1.649	1.484	0.8246	0.8246	0.8246
0.1649	0.1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03299	0.1979	0.3299	0.3299	0.3958	0.7587	1.154	1.154	1.22	1.517	1.946	3.365	4.288	4.288	4.222	3.859	3.463	3.463	3.463	3.365	2.969	2.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03299	0.1649	0.2309	0.4948	0.4948	0.4948	0.4948	0.4948	0.4948	0.5278	0.6267	0.5278	0.6597	0.5937	0.3299	0.3299	0.3299	0.3299	0.3299	0.3299	0.2969	0.1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03299	0.1649	0.1649	0.1979	0.3628	0.4948	0.5608	0.8246	0.8906	1.154	1.154	1.154	1.187	1.319	1.418	1.814	1.781	1.682	1.88	2.144	2.21	2.507	2.639	2.672	2.804	2.804	2.771	2.738	3.299	3.991	4.552	6.729	8.609	8.774	9.632	12.67	13.19	13.06	12.37	11.58	10.89	9.401	6.003	5.509	4.189	0.4618	0.3299	0.3299	0.2969	0.1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06597	0.3299	0.3299	0.3628	0.4948	0.5278	0.6597	1.187	4.156	8.873	15.44	21.51	23.68
