chr	start	end	strand	gene_id
Pf3D7_01_v3	38681.0	40208.0	-	PF3D7_0100200
Pf3D7_01_v3	38681.0	40208.0	-	PF3D7_0100200
Pf3D7_01_v3	38681.0	40208.0	-	PF3D7_0100200
Pf3D7_01_v3	38681.0	40208.0	-	PF3D7_0100200
Pf3D7_01_v3	42066.0	46662.0	-	PF3D7_0100300
Pf3D7_01_v3	42066.0	46662.0	-	PF3D7_0100300
Pf3D7_01_v3	42066.0	46662.0	-	PF3D7_0100300
Pf3D7_01_v3	42066.0	46662.0	-	PF3D7_0100300
Pf3D7_01_v3	50308.0	51937.0	+	PF3D7_0100400
Pf3D7_01_v3	50308.0	51937.0	+	PF3D7_0100400
Pf3D7_01_v3	50308.0	51937.0	+	PF3D7_0100400
Pf3D7_01_v3	50308.0	51937.0	+	PF3D7_0100400
Pf3D7_01_v3	52768.0	53281.0	-	PF3D7_0100500
Pf3D7_01_v3	52768.0	53281.0	-	PF3D7_0100500
Pf3D7_01_v3	52768.0	53281.0	-	PF3D7_0100500
Pf3D7_01_v3	52768.0	53281.0	-	PF3D7_0100500
Pf3D7_01_v3	53577.0	55189.0	-	PF3D7_0100600
Pf3D7_01_v3	53577.0	55189.0	-	PF3D7_0100600
Pf3D7_01_v3	53577.0	55189.0	-	PF3D7_0100600
Pf3D7_01_v3	53577.0	55189.0	-	PF3D7_0100600
Pf3D7_01_v3	56389.0	57171.0	-	PF3D7_0100700
Pf3D7_01_v3	56389.0	57171.0	-	PF3D7_0100700
Pf3D7_01_v3	56389.0	57171.0	-	PF3D7_0100700
Pf3D7_01_v3	56389.0	57171.0	-	PF3D7_0100700
Pf3D7_01_v3	59594.0	61204.0	+	PF3D7_0100800
Pf3D7_01_v3	59594.0	61204.0	+	PF3D7_0100800
Pf3D7_01_v3	59594.0	61204.0	+	PF3D7_0100800
Pf3D7_01_v3	59594.0	61204.0	+	PF3D7_0100800
Pf3D7_01_v3	61886.0	63616.0	-	PF3D7_0100900
Pf3D7_01_v3	61886.0	63616.0	-	PF3D7_0100900
Pf3D7_01_v3	61886.0	63616.0	-	PF3D7_0100900
Pf3D7_01_v3	61886.0	63616.0	-	PF3D7_0100900
Pf3D7_01_v3	65516.0	67103.0	-	PF3D7_0101000
Pf3D7_01_v3	65516.0	67103.0	-	PF3D7_0101000
Pf3D7_01_v3	65516.0	67103.0	-	PF3D7_0101000
Pf3D7_01_v3	65516.0	67103.0	-	PF3D7_0101000
Pf3D7_01_v3	68903.0	70823.0	-	PF3D7_0101100
Pf3D7_01_v3	68903.0	70823.0	-	PF3D7_0101100
Pf3D7_01_v3	68903.0	70823.0	-	PF3D7_0101100
Pf3D7_01_v3	68903.0	70823.0	-	PF3D7_0101100
Pf3D7_01_v3	71318.0	72827.0	+	PF3D7_0101200
